Observation_1-01:00,Observation_1-02:00,Observation_1-03:00,Observation_1-04:00,Observation_1-05:00,Observation_1-06:00,Observation_1-07:00,Observation_1-08:00,Observation_1-09:00,Observation_1-10:00,Observation_1-11:00,Observation_1-12:00,Observation_1-13:00,Observation_1-14:00,Observation_1-15:00,Observation_1-16:00,Observation_1-17:00,Observation_1-18:00,Observation_1-19:00,Observation_1-20:00,Observation_1-21:00,Observation_1-22:00,Observation_1-23:00,Observation_10-00:00,Observation_10-01:00,Observation_10-02:00,Observation_10-03:00,Observation_10-04:00,Observation_10-05:00,Observation_10-06:00,Observation_10-07:00,Observation_10-08:00,Observation_10-09:00,Observation_10-10:00,Observation_10-11:00,Observation_10-12:00,Observation_10-13:00,Observation_10-14:00,Observation_10-15:00,Observation_10-16:00,Observation_10-17:00,Observation_10-18:00,Observation_10-19:00,Observation_10-20:00,Observation_10-21:00,Observation_10-22:00,Observation_10-23:00,Observation_11-00:00,Observation_11-01:00,Observation_11-02:00,Observation_11-03:00,Observation_11-04:00,Observation_11-05:00,Observation_11-06:00,Observation_11-07:00,Observation_11-08:00,Observation_11-09:00,Observation_11-10:00,Observation_11-11:00,Observation_11-12:00,Observation_11-13:00,Observation_11-14:00,Observation_11-15:00,Observation_11-16:00,Observation_11-17:00,Observation_11-18:00,Observation_11-19:00,Observation_11-20:00,Observation_11-21:00,Observation_11-22:00,Observation_11-23:00,Observation_12-00:00,Observation_12-01:00,Observation_12-02:00,Observation_12-03:00,Observation_12-04:00,Observation_12-05:00,Observation_12-06:00,Observation_12-07:00,Observation_12-08:00,Observation_12-09:00,Observation_12-10:00,Observation_12-11:00,Observation_12-12:00,Observation_2-00:00,Observation_2-01:00,Observation_2-02:00,Observation_2-03:00,Observation_2-04:00,Observation_2-05:00,Observation_2-06:00,Observation_2-07:00,Observation_2-08:00,Observation_2-09:00,Observation_2-10:00,Observation_2-11:00,Observation_2-12:00,Observation_2-13:00,Observation_2-14:00,Observation_2-15:00,Observation_2-16:00,Observation_2-17:00,Observation_2-18:00,Observation_2-19:00,Observation_2-20:00,Observation_2-21:00,Observation_2-22:00,Observation_2-23:00,Observation_3-00:00,Observation_3-01:00,Observation_3-02:00,Observation_3-03:00,Observation_3-04:00,Observation_3-05:00,Observation_3-06:00,Observation_3-07:00,Observation_3-08:00,Observation_3-09:00,Observation_3-10:00,Observation_3-11:00,Observation_3-12:00,Observation_3-13:00,Observation_3-14:00,Observation_3-15:00,Observation_3-16:00,Observation_3-17:00,Observation_3-18:00,Observation_3-19:00,Observation_3-20:00,Observation_3-21:00,Observation_3-22:00,Observation_3-23:00,Observation_31-00:00,Observation_31-01:00,Observation_31-02:00,Observation_31-03:00,Observation_31-04:00,Observation_31-05:00,Observation_31-06:00,Observation_31-07:00,Observation_31-08:00,Observation_31-09:00,Observation_31-10:00,Observation_31-11:00,Observation_31-12:00,Observation_31-13:00,Observation_31-14:00,Observation_31-15:00,Observation_31-16:00,Observation_31-17:00,Observation_31-18:00,Observation_31-19:00,Observation_31-20:00,Observation_31-21:00,Observation_31-22:00,Observation_31-23:00,Observation_4-00:00,Observation_4-01:00,Observation_4-02:00,Observation_4-03:00,Observation_4-04:00,Observation_4-05:00,Observation_4-06:00,Observation_4-07:00,Observation_4-08:00,Observation_4-09:00,Observation_4-10:00,Observation_4-11:00,Observation_4-12:00,Observation_4-13:00,Observation_4-14:00,Observation_4-15:00,Observation_4-16:00,Observation_4-17:00,Observation_4-18:00,Observation_4-19:00,Observation_4-20:00,Observation_4-21:00,Observation_4-22:00,Observation_4-23:00,Observation_5-00:00,Observation_5-01:00,Observation_5-02:00,Observation_5-03:00,Observation_5-04:00,Observation_5-05:00,Observation_5-06:00,Observation_5-07:00,Observation_5-08:00,Observation_5-09:00,Observation_5-10:00,Observation_5-11:00,Observation_5-12:00,Observation_5-13:00,Observation_5-14:00,Observation_5-15:00,Observation_5-16:00,Observation_5-17:00,Observation_5-18:00,Observation_5-19:00,Observation_5-20:00,Observation_5-21:00,Observation_5-22:00,Observation_5-23:00,Observation_6-00:00,Observation_6-01:00,Observation_6-02:00,Observation_6-03:00,Observation_6-04:00,Observation_6-05:00,Observation_6-06:00,Observation_6-07:00,Observation_6-08:00,Observation_6-09:00,Observation_6-10:00,Observation_6-11:00,Observation_6-12:00,Observation_6-13:00,Observation_6-14:00,Observation_6-15:00,Observation_6-16:00,Observation_6-17:00,Observation_6-18:00,Observation_6-19:00,Observation_6-20:00,Observation_6-21:00,Observation_6-22:00,Observation_6-23:00,Observation_7-00:00,Observation_7-01:00,Observation_7-02:00,Observation_7-03:00,Observation_7-04:00,Observation_7-05:00,Observation_7-06:00,Observation_7-07:00,Observation_7-08:00,Observation_7-09:00,Observation_7-10:00,Observation_7-11:00,Observation_7-12:00,Observation_7-13:00,Observation_7-14:00,Observation_7-15:00,Observation_7-16:00,Observation_7-17:00,Observation_7-18:00,Observation_7-19:00,Observation_7-20:00,Observation_7-21:00,Observation_7-22:00,Observation_7-23:00,Observation_8-00:00,Observation_8-01:00,Observation_8-02:00,Observation_8-03:00,Observation_8-04:00,Observation_8-05:00,Observation_8-06:00,Observation_8-07:00,Observation_8-08:00,Observation_8-09:00,Observation_8-10:00,Observation_8-11:00,Observation_8-12:00,Observation_8-13:00,Observation_8-14:00,Observation_8-15:00,Observation_8-16:00,Observation_8-17:00,Observation_8-18:00,Observation_8-19:00,Observation_8-20:00,Observation_8-21:00,Observation_8-22:00,Observation_8-23:00,Observation_9-00:00,Observation_9-01:00,Observation_9-02:00,Observation_9-03:00,Observation_9-04:00,Observation_9-05:00,Observation_9-06:00,Observation_9-07:00,Observation_9-08:00,Observation_9-09:00,Observation_9-10:00,Observation_9-11:00,Observation_9-12:00,Observation_9-13:00,Observation_9-14:00,Observation_9-15:00,Observation_9-16:00,Observation_9-17:00,Observation_9-18:00,Observation_9-19:00,Observation_9-20:00,Observation_9-21:00,Observation_9-22:00,Observation_9-23:00,Y-Kappa,ChipRate,BF-CMratio,BlowFlow,ChipLevel4 ,T-upperExt-2 ,T-lowerExt-2  ,UCZAA,WhiteFlow-4 ,AAWhiteSt-4 ,AA-Wood-4  ,ChipMoisture-4 ,SteamFlow-4 ,Lower-HeatT-3,Upper-HeatT-3 ,ChipMass-4 ,WeakLiquorF ,BlackFlow-2 ,WeakWashF ,SteamHeatF-3 ,T-Top-Chips-4 ,SulphidityL-4 
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.33246921581335054,0.9203915556079727,0.6972321039789019,0.9624885290547942,0.17179378254664518,0.9022085259373396,0.9796535434940001,0.8849456210646823,0.9384558801412098,0.0,0.9805944234501073,0.9307118322871017,0.9219667222608899,0.9646042881019847,0.9478637038560674,0.905113384195955,0.8506821868142352,0.8005691494353999,0.33226633506353787,0.8462072885744962,0.9839053682876728,0.0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.36422553467271535,0.9047057436018399,0.6939375765094441,0.9589821201266985,0.241342771363248,0.8996354616858958,0.9801995181180492,0.907842014882656,0.9417933425759577,0.9684542586750787,0.9802880196098458,0.9408780449287377,0.9438060593326065,0.9638284998831825,0.9472305605728499,0.9260783650696367,0.8038126785383726,0.7925004674849025,0.28154363119398085,0.8422756268553022,0.9848458614366327,0.9199147381242386
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3765392093324692,0.8807642410661635,0.7052260571653919,0.9488425446256772,0.31619945872930255,0.8978766582735166,0.9807425254887067,0.9135661133371494,0.9456872766251843,0.0,0.9803901542232663,0.9502941292589522,0.9462749681537026,0.9631036321266183,0.9470505807563009,0.9242661199991546,0.8526874433753548,0.7922876812533897,0.2678454412720147,0.8425756331712246,0.9839053682876728,0.0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4633830200907324,0.8216181153437906,0.7630240640173518,0.957659631153607,0.5131618513939867,0.8983100955816955,0.979834545950886,0.8448769318832283,0.9363694533999459,0.9602523659305994,0.9803390869165559,0.9495637411662521,0.9572274679238839,0.9639093735585017,0.9494738804291233,0.9151256419468691,0.8912464312712379,0.7900888901944235,0.2542995466072389,0.8268647761005494,0.984967850087753,0.9233861144945189
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.29488010369410234,0.8230923457954948,0.7593351791450661,0.9587356798200171,0.6737555308414515,0.8953537023813999,0.9756714894425124,0.8036634230108757,0.9269805330642582,0.9604100946372239,0.9805433561433969,0.9268624896363852,0.9272328522463129,0.9613393878761375,0.9465009995307669,0.8821987869053407,0.8460372330232077,0.773846924307567,0.4192772262702333,0.8216541400871598,0.9839053682876728,0.9114799025578562
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5119896305897601,0.8265715296615167,0.7560324358963827,0.953425742281164,0.8827724133322513,0.8946396582609893,0.9744638173121433,0.8128219805380652,0.9008400397050018,0.0,0.9761005004596057,0.91476173556003,0.8982625710796223,0.9609979212470123,0.9557474626059792,0.8523997717522244,0.8611341483204855,0.7640358311953213,0.3912073940045968,0.7785479694309354,0.9827996001920337,0.0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.643551523007129,0.8255690529543579,0.7584807381056057,0.9604977650158373,0.8280200661553073,0.8883961566888395,0.9675501169097837,0.7761877504293074,0.8473558711173458,0.9668769716088327,0.9756919620059239,0.9091949938805322,0.864052424914967,0.9578498385521815,0.9527488703052587,0.8058573028721179,0.7913693235704493,0.7518418188709146,0.2320532614238908,0.6856091707193835,0.9848458614366327,0.9323690621193665
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.712248865845755,0.8289892676023116,0.7093175152197311,0.963201207779521,0.7574090603177936,0.8896689090157466,0.9637787378490974,0.7641671436748712,0.8473545038652218,0.0,0.9755387600857931,0.9184728966796951,0.8593115946787134,0.958835299262552,0.9517975484177846,0.7986030390768646,0.73661905099745,0.7645781853274938,0.28718274732260746,0.7038463967662477,0.985329880923336,0.0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8379779650032405,0.8889609623776389,0.657459516747866,0.9480558598028477,0.819099123179655,0.8891853633482405,0.9653157751059309,0.7882083571837435,0.8453391742344072,0.974763406940063,0.9756408946992136,0.9273165146669825,0.7850998726148107,0.958733458338076,0.9498788350163588,0.8327398186698227,0.7347948302055735,0.7663184471333683,0.43222232313141407,0.7296311501294764,0.987010176214574,0.9247868453105967
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8651976668826961,0.94397924283524,0.6331901049155007,0.9515570883040761,0.8082212050194026,0.8897966853320305,0.9663424447794143,0.8368631940469375,0.8476334232985231,0.0,0.9773771831273618,0.9456946582968139,0.8279774646407606,0.9593415085636235,0.9511901165369312,0.8373100576959656,0.7160470268952284,0.7659602211543904,0.3699433433699168,0.726804774837365,0.9866284697901007,0.0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7770576798444587,0.9837834650312537,0.6305857029009917,0.9476384654095498,0.6377710529958426,0.8916582108810303,0.9709624583100899,0.9605037206639954,0.8499987694730884,0.9692429022082018,0.9794198753957715,0.947688420387698,0.8494884893692464,0.9597728348319924,0.9507465948461494,0.8439620009721666,0.7345045205936341,0.7778733843112783,0.5926870332464738,0.7733057538053433,0.9866481453789911,0.92615712545676
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5333765392093323,0.9837834650312537,0.631284044135166,0.9283176933779343,0.4767525667400134,0.894181166773147,0.975066169750632,0.9278763594733829,0.9011121228776829,0.0,0.9840159329996935,0.9458525800465869,0.8921034315206113,0.9605456277294866,0.9488343092953148,0.9000729124838853,0.7674367210670998,0.7834036769747387,0.6612604179037745,0.8718657234889156,0.9868881875634536,0.0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3992222942320155,0.9626724849628494,0.6214744037398228,0.9134298866226576,0.37856968979556765,0.8971375599734426,0.9796861832813075,0.9444762449914138,0.957162623702136,0.9668769716088327,0.9850372791338985,0.9537881479726795,0.9643058820439412,0.9600364231071068,0.9446529924858427,0.9366982268529283,0.7043082435697644,0.7834566944196273,0.621813151883082,0.9158719130929072,0.9846687811366194,0.9244823386114494
